issn,year,anti_labor,neutral,pro_labor,total_labor,anti_labor_intensity,anti_labor_rr,total_labor_rr
2157-4863,1886,5,1,4,10,0.5,0,1
2157-4863,1887,5,7,11,23,0.21739130434782608,2,5
2157-4863,1888,3,6,21,30,0.1,1,4
2157-4863,1889,3,3,11,17,0.17647058823529413,0,1
2157-4863,1890,3,4,4,11,0.2727272727272727,1,3
2157-4944,1884,0,1,0,1,0.0,0,0
2157-4944,1885,1,0,0,1,1.0,1,1
2157-5029,1886,17,33,10,60,0.2833333333333333,2,7
2157-5029,1887,61,31,45,137,0.44525547445255476,6,15
2157-5029,1888,63,29,70,162,0.3888888888888889,22,38
2157-5029,1889,17,13,36,66,0.25757575757575757,2,9
2157-5061,1883,0,1,0,1,0.0,0,1
2157-670X,1885,1,0,0,1,1.0,1,1
2157-670X,1886,6,9,5,20,0.3,0,0
2157-6718,1885,0,0,2,2,0.0,0,0
2157-6718,1886,1,1,1,3,0.3333333333333333,0,1
2157-6718,1887,2,0,1,3,0.6666666666666666,0,0
2157-6718,1888,1,3,1,5,0.2,0,2
2157-6718,1890,1,12,2,15,0.06666666666666667,0,5
2157-6742,1889,1,0,0,1,1.0,0,0
2157-6777,1888,0,0,1,1,0.0,0,0
2157-6777,1890,0,0,1,1,0.0,0,0
2157-801X,1889,1,1,0,2,0.5,1,1
2157-8028,1886,26,15,7,48,0.5416666666666666,1,4
2157-8028,1887,8,7,2,17,0.47058823529411764,1,1
2157-8036,1885,2,1,1,4,0.5,0,0
2157-8133,1883,1,0,1,2,0.5,1,1
2157-8133,1884,2,4,7,13,0.15384615384615385,2,5
2157-8133,1885,3,0,1,4,0.75,3,3
2157-8141,1885,0,1,0,1,0.0,0,0
2157-8141,1886,4,1,2,7,0.5714285714285714,0,0
2157-8141,1887,2,1,0,3,0.6666666666666666,1,2
2157-8141,1888,3,1,1,5,0.6,0,0
2157-8141,1890,4,1,0,5,0.8,1,1
2158-2580,1872,0,0,1,1,0.0,0,0
2158-2580,1873,0,1,1,2,0.0,0,1
2158-2580,1874,0,0,1,1,0.0,0,0
2158-2580,1877,4,1,3,8,0.5,3,3
2158-2580,1878,2,0,1,3,0.6666666666666666,0,0
2158-2580,1879,0,0,2,2,0.0,0,0
2158-2580,1881,1,0,0,1,1.0,0,0
2158-2580,1882,2,0,0,2,1.0,0,0
2158-2599,1869,0,0,2,2,0.0,0,0
2158-2599,1870,0,0,3,3,0.0,0,0
2158-2599,1871,0,0,1,1,0.0,0,0
2158-2653,1882,1,0,1,2,0.5,0,0
2158-2688,1880,10,13,17,40,0.25,2,7
2158-2688,1881,4,1,2,7,0.5714285714285714,4,5
2158-2688,1882,19,27,24,70,0.2714285714285714,8,14
2158-2688,1883,26,28,9,63,0.4126984126984127,8,16
2158-2688,1884,6,11,10,27,0.2222222222222222,1,5
2158-2688,1885,0,1,0,1,0.0,0,0
2158-2688,1886,26,9,22,57,0.45614035087719296,3,8
2158-2688,1887,11,2,4,17,0.6470588235294118,2,2
2158-2688,1888,8,8,7,23,0.34782608695652173,3,4
2158-2688,1889,8,5,10,23,0.34782608695652173,0,2
2158-2688,1890,0,1,0,1,0.0,0,0
2158-2718,1889,0,0,4,4,0.0,0,0
2158-2718,1890,1,0,1,2,0.5,0,0
2158-2793,1869,0,1,7,8,0.0,0,1
2158-2793,1870,3,2,26,31,0.0967741935483871,0,0
2158-2793,1871,0,0,1,1,0.0,0,0
2158-2793,1873,1,1,4,6,0.16666666666666666,0,1
2158-2793,1874,3,0,4,7,0.42857142857142855,0,0
2158-2793,1875,0,0,4,4,0.0,0,0
2158-2793,1876,3,1,5,9,0.3333333333333333,0,0
2158-2793,1877,19,5,29,53,0.3584905660377358,8,12
2158-2793,1878,2,1,11,14,0.14285714285714285,1,2
2158-2793,1879,4,3,5,12,0.3333333333333333,0,1
2158-2793,1880,2,5,24,31,0.06451612903225806,1,5
2158-2793,1881,3,2,10,15,0.2,0,1
2158-2793,1882,7,5,32,44,0.1590909090909091,1,3
2158-2793,1883,7,7,41,55,0.12727272727272726,1,3
2158-2793,1884,2,5,17,24,0.08333333333333333,0,2
2158-2793,1885,12,8,13,33,0.36363636363636365,2,5
2158-2793,1886,42,27,41,110,0.38181818181818183,3,9
2158-2793,1887,17,37,16,70,0.24285714285714285,1,7
2158-2793,1888,15,20,26,61,0.2459016393442623,7,14
2158-2793,1889,7,5,11,23,0.30434782608695654,2,3
2158-2793,1890,1,14,10,25,0.04,0,2
2158-2807,1887,0,2,0,2,0.0,0,0
2158-2807,1888,1,0,2,3,0.3333333333333333,0,0
2158-2807,1889,1,0,0,1,1.0,1,1
2158-2807,1890,1,0,0,1,1.0,1,1
2158-2858,1870,0,1,0,1,0.0,0,0
2158-2858,1872,0,0,1,1,0.0,0,0
2158-4664,1885,6,7,10,23,0.2608695652173913,1,3
2158-4664,1886,38,32,43,113,0.336283185840708,4,15
2158-4664,1887,0,0,1,1,0.0,0,0
2158-4672,1887,11,7,22,40,0.275,1,3
2158-4672,1888,18,22,29,69,0.2608695652173913,2,8
2158-4745,1889,0,0,1,1,0.0,0,0
2158-4745,1890,0,0,2,2,0.0,0,1
2158-4826,1882,1,0,2,3,0.3333333333333333,0,0
2158-4850,1869,0,1,0,1,0.0,0,0
2158-4850,1871,1,0,0,1,1.0,0,0
2158-4850,1872,0,0,1,1,0.0,0,0
2158-4850,1873,1,0,0,1,1.0,0,0
2158-4850,1874,1,0,0,1,1.0,0,0
2158-4850,1876,1,0,1,2,0.5,0,0
2158-4850,1877,3,0,2,5,0.6,2,2
2158-4850,1878,2,0,4,6,0.3333333333333333,0,0
2158-4850,1880,0,0,2,2,0.0,0,0
2158-4850,1884,1,0,4,5,0.2,0,0
2158-4850,1885,0,0,1,1,0.0,0,0
2158-4850,1886,3,1,5,9,0.3333333333333333,1,2
2158-4850,1887,1,1,7,9,0.1111111111111111,0,0
2158-4850,1889,2,0,3,5,0.4,0,0
2158-4850,1890,0,0,8,8,0.0,0,0
2158-8880,1890,28,34,18,80,0.35,8,13
2158-8902,1882,1,0,0,1,1.0,0,0
2158-8902,1883,1,0,0,1,1.0,0,0
2158-8902,1884,1,0,1,2,0.5,0,0
2158-8902,1885,3,0,0,3,1.0,0,0
2158-8910,1886,2,0,2,4,0.5,2,2
2158-8910,1888,0,1,1,2,0.0,0,1
2158-8910,1890,8,4,4,16,0.5,2,3
2158-8953,1869,0,1,3,4,0.0,0,2
2158-8961,1875,0,1,1,2,0.0,0,0
2158-8961,1876,1,0,2,3,0.3333333333333333,0,1
2158-8961,1877,2,0,0,2,1.0,0,0
2158-8961,1878,1,0,0,1,1.0,0,0
2158-8961,1879,0,0,1,1,0.0,0,0
2158-8961,1880,1,3,1,5,0.2,1,2
2158-8961,1881,6,1,0,7,0.8571428571428571,2,3
2158-8961,1882,2,3,3,8,0.25,1,3
2158-8961,1883,7,3,1,11,0.6363636363636364,4,4
2158-8961,1884,2,3,2,7,0.2857142857142857,1,1
2158-8961,1885,16,12,3,31,0.5161290322580645,11,19
2158-8961,1886,37,48,15,100,0.37,16,29
2158-8961,1887,16,34,5,55,0.2909090909090909,6,26
2158-8961,1888,19,31,15,65,0.2923076923076923,10,29
2158-8961,1889,8,17,5,30,0.26666666666666666,3,9
2158-8961,1890,17,24,10,51,0.3333333333333333,5,17
2158-897X,1884,2,0,0,2,1.0,0,0
2158-9011,1872,0,0,1,1,0.0,0,0
2158-9046,1869,3,3,6,12,0.25,0,1
2158-9046,1870,0,8,4,12,0.0,0,7
2158-9046,1871,0,3,3,6,0.0,0,2
2158-9046,1872,6,23,6,35,0.17142857142857143,0,6
2158-9046,1873,7,12,4,23,0.30434782608695654,2,8
2158-9046,1874,4,9,11,24,0.16666666666666666,1,8
2158-9046,1875,3,1,2,6,0.5,1,2
2158-9062,1873,0,1,0,1,0.0,0,0
2158-9062,1877,2,0,3,5,0.4,2,2
2158-9062,1878,1,0,2,3,0.3333333333333333,0,0
2158-9062,1880,1,1,0,2,0.5,0,0
2158-9062,1881,0,0,1,1,0.0,0,0
2158-9062,1882,1,0,0,1,1.0,0,0
2158-9062,1884,3,4,9,16,0.1875,0,0
2158-9062,1885,10,4,8,22,0.45454545454545453,4,6
2158-9062,1886,28,12,34,74,0.3783783783783784,5,9
2158-9062,1887,39,34,14,87,0.4482758620689655,6,10
2158-9062,1888,64,30,110,204,0.3137254901960784,28,49
2158-9062,1889,42,26,13,81,0.5185185185185185,3,14
2158-9062,1890,6,7,2,15,0.4,0,1
2159-3760,1870,0,0,1,1,0.0,0,0
2159-3760,1877,2,0,5,7,0.2857142857142857,0,0
2159-3760,1879,1,0,0,1,1.0,0,0
2159-3760,1880,0,0,1,1,0.0,0,0
2159-3760,1881,0,0,1,1,0.0,0,0
2159-3760,1882,0,0,1,1,0.0,0,0
2159-3760,1886,9,16,2,27,0.3333333333333333,3,5
2159-3760,1887,2,0,2,4,0.5,0,0
2159-3760,1888,0,0,2,2,0.0,0,0
2159-3760,1889,1,0,1,2,0.5,0,0
2159-3787,1886,11,10,9,30,0.36666666666666664,3,4
2159-3787,1887,7,4,5,16,0.4375,0,0
2159-3787,1888,2,2,24,28,0.07142857142857142,1,2
2159-3787,1889,5,2,1,8,0.625,0,0
2159-3787,1890,3,4,1,8,0.375,1,2
2159-3841,1869,0,0,3,3,0.0,0,0
2159-385X,1869,1,0,2,3,0.3333333333333333,0,0
2159-385X,1870,0,2,0,2,0.0,0,1
2159-385X,1871,1,2,4,7,0.14285714285714285,0,1
2159-385X,1872,2,3,4,9,0.2222222222222222,1,2
2159-385X,1873,1,1,7,9,0.1111111111111111,0,1
2159-385X,1874,0,0,3,3,0.0,0,0
2159-385X,1875,1,0,2,3,0.3333333333333333,0,1
2159-385X,1876,0,3,8,11,0.0,0,1
2159-385X,1877,5,1,7,13,0.38461538461538464,2,4
2159-385X,1878,4,1,9,14,0.2857142857142857,1,2
2159-3922,1878,1,1,0,2,0.5,0,1
2159-3922,1879,0,0,1,1,0.0,0,0
2159-3922,1880,0,1,1,2,0.0,0,0
2159-3922,1881,1,0,0,1,1.0,0,0
2159-3922,1882,1,0,0,1,1.0,0,0
2159-3922,1886,44,37,30,111,0.3963963963963964,5,14
2159-3922,1888,0,0,3,3,0.0,0,0
2159-3922,1890,7,1,3,11,0.6363636363636364,0,0
2159-4023,1888,1,4,5,10,0.1,1,2
2159-4023,1889,0,1,1,2,0.0,0,0
2159-5593,1877,1,0,0,1,1.0,1,1
2159-5607,1877,1,0,0,1,1.0,0,0
2159-5607,1879,1,0,1,2,0.5,0,0
2159-5607,1880,1,1,1,3,0.3333333333333333,0,0
2159-5607,1887,0,0,1,1,0.0,0,0
2163-436X,1869,0,0,3,3,0.0,0,0
2163-4386,1869,16,21,37,74,0.21621621621621623,1,5
2163-4386,1870,8,16,22,46,0.17391304347826086,1,7
2163-4386,1871,4,10,9,23,0.17391304347826086,0,7
2163-4386,1872,14,27,8,49,0.2857142857142857,3,10
2163-4386,1873,5,8,3,16,0.3125,0,1
2163-4394,1869,1,0,1,2,0.5,0,0
2163-4394,1870,1,2,2,5,0.2,0,0
2163-4394,1872,2,0,2,4,0.5,0,0
2163-4394,1873,1,0,1,2,0.5,0,0
2163-4394,1876,2,0,3,5,0.4,0,0
2163-4394,1877,19,1,4,24,0.7916666666666666,11,12
2163-4394,1878,0,1,2,3,0.0,0,0
2163-4394,1879,0,1,10,11,0.0,0,0
2163-4394,1880,2,0,1,3,0.6666666666666666,0,0
2163-4394,1881,0,0,2,2,0.0,0,0
2163-4394,1882,3,0,4,7,0.42857142857142855,0,0
2163-4394,1883,0,0,1,1,0.0,0,0
2163-4394,1884,2,0,10,12,0.16666666666666666,0,0
2163-4394,1885,0,0,1,1,0.0,0,0
2163-4394,1886,11,1,12,24,0.4583333333333333,0,1
2163-4394,1887,2,2,4,8,0.25,0,2
2163-4394,1888,1,0,1,2,0.5,0,0
2163-4394,1890,0,0,6,6,0.0,0,0
2163-4416,1872,0,0,1,1,0.0,0,0
2163-4416,1877,1,0,3,4,0.25,1,1
2163-4416,1878,2,0,0,2,1.0,0,0
2163-4416,1879,0,4,0,4,0.0,0,1
2163-4416,1882,0,1,0,1,0.0,0,0
2163-4416,1885,1,2,0,3,0.3333333333333333,0,2
2163-4416,1886,4,3,5,12,0.3333333333333333,0,1
2163-4416,1887,0,0,3,3,0.0,0,1
2163-4416,1888,2,2,10,14,0.14285714285714285,0,0
2163-4416,1889,1,1,1,3,0.3333333333333333,0,0
2163-4416,1890,4,3,4,11,0.36363636363636365,2,3
2163-4424,1870,1,1,7,9,0.1111111111111111,0,0
2163-4424,1872,0,2,2,4,0.0,0,0
2163-4424,1873,1,1,2,4,0.25,0,0
2163-4424,1874,1,0,4,5,0.2,0,0
2163-4424,1875,2,1,1,4,0.5,0,0
2163-4424,1876,0,1,3,4,0.0,0,1
2163-4424,1877,3,2,5,10,0.3,1,1
2163-4424,1878,5,1,11,17,0.29411764705882354,1,1
2163-4424,1879,3,2,3,8,0.375,0,1
2163-4424,1880,0,1,0,1,0.0,0,0
2163-4432,1883,0,2,2,4,0.0,0,1
2163-4432,1884,2,4,17,23,0.08695652173913043,0,1
2163-4432,1885,18,12,6,36,0.5,9,16
2163-4432,1886,41,41,26,108,0.37962962962962965,15,33
2163-4432,1887,14,12,7,33,0.42424242424242425,7,13
2163-4432,1888,4,3,9,16,0.25,1,3
2163-4459,1888,6,13,18,37,0.16216216216216217,1,8
2163-4459,1889,10,8,4,22,0.45454545454545453,1,6
2163-4459,1890,8,8,9,25,0.32,3,4
2163-4467,1877,0,1,0,1,0.0,0,0
2163-4467,1878,1,0,0,1,1.0,0,0
2163-4467,1881,1,0,0,1,1.0,0,0
2163-4467,1883,2,0,1,3,0.6666666666666666,0,0
2163-4467,1884,1,3,1,5,0.2,0,2
2163-4467,1885,8,9,2,19,0.42105263157894735,6,13
2163-4467,1886,33,34,6,73,0.4520547945205479,17,28
2163-4467,1887,6,11,3,20,0.3,2,9
2163-4467,1888,5,12,4,21,0.23809523809523808,2,9
2163-4467,1889,0,4,1,5,0.0,0,2
2163-4467,1890,2,0,1,3,0.6666666666666666,0,0
2163-4475,1889,1,0,2,3,0.3333333333333333,0,0
2163-4475,1890,10,13,4,27,0.37037037037037035,4,7
2163-4483,1889,5,9,6,20,0.25,1,4
2163-4483,1890,35,62,21,118,0.2966101694915254,12,32
2163-4491,1873,0,0,1,1,0.0,0,0
2163-4491,1874,0,0,1,1,0.0,0,0
2163-4491,1877,4,0,0,4,1.0,2,2
2163-4521,1873,1,0,0,1,1.0,1,1
2163-4521,1874,3,4,3,10,0.3,0,2
2163-4521,1875,3,2,6,11,0.2727272727272727,0,0
2163-4521,1876,0,3,1,4,0.0,0,2
2163-4564,1885,2,4,0,6,0.3333333333333333,0,1
2163-4564,1886,2,0,1,3,0.6666666666666666,0,0
2163-4564,1887,0,0,2,2,0.0,0,0
2163-4564,1888,0,0,3,3,0.0,0,0
2163-4564,1889,3,1,3,7,0.42857142857142855,1,1
2163-4564,1890,14,29,12,55,0.2545454545454545,3,8
2163-4572,1873,1,0,2,3,0.3333333333333333,0,1
2163-4572,1874,1,0,4,5,0.2,1,4
2163-4572,1876,1,0,3,4,0.25,1,2
2163-4572,1877,14,0,6,20,0.7,6,7
2163-4572,1878,0,1,1,2,0.0,0,0
2163-4599,1877,0,0,1,1,0.0,0,0
2163-4599,1880,1,0,2,3,0.3333333333333333,0,0
2163-4645,1878,9,42,28,79,0.11392405063291139,3,20
2163-4645,1879,5,16,22,43,0.11627906976744186,1,12
2163-4645,1880,0,3,0,3,0.0,0,1
2163-4645,1881,1,2,1,4,0.25,0,2
2163-4645,1882,7,8,4,19,0.3684210526315789,2,7
2163-4645,1883,3,5,1,9,0.3333333333333333,1,5
2163-4645,1884,3,3,7,13,0.23076923076923078,2,5
2163-484X,1886,13,0,8,21,0.6190476190476191,5,5
2163-4890,1890,8,13,11,32,0.25,5,11
2163-4912,1882,1,0,0,1,1.0,0,0
2163-4912,1885,1,1,1,3,0.3333333333333333,0,1
2163-4912,1886,13,19,10,42,0.30952380952380953,2,5
2163-4912,1887,10,9,20,39,0.2564102564102564,0,4
2163-4912,1888,7,4,8,19,0.3684210526315789,0,1
2163-4912,1889,4,2,0,6,0.6666666666666666,1,1
2163-4912,1890,9,8,12,29,0.3103448275862069,4,6
2163-5498,1890,1,4,0,5,0.2,0,0
2163-6346,1878,0,0,1,1,0.0,0,1
2163-6346,1880,0,0,1,1,0.0,0,0
2163-6346,1881,1,0,0,1,1.0,0,0
2163-6346,1882,0,0,1,1,0.0,0,0
2163-6370,1877,1,0,0,1,1.0,0,0
2163-6370,1878,0,0,1,1,0.0,0,0
2163-6370,1879,1,0,0,1,1.0,0,0
2163-6370,1880,1,0,2,3,0.3333333333333333,0,1
2163-6370,1884,0,1,0,1,0.0,0,0
2163-6370,1885,0,0,1,1,0.0,0,0
2163-6370,1886,2,0,1,3,0.6666666666666666,1,1
2163-6370,1890,1,0,3,4,0.25,0,0
2163-6621,1883,0,1,0,1,0.0,0,0
2163-6621,1885,2,2,0,4,0.5,1,1
2163-6621,1886,30,45,17,92,0.32608695652173914,14,23
2163-6656,1879,2,0,0,2,1.0,0,0
2163-6656,1880,4,1,5,10,0.4,1,1
2163-6656,1881,2,3,4,9,0.2222222222222222,0,0
2163-6877,1885,4,4,0,8,0.5,2,4
2163-6877,1886,30,26,11,67,0.44776119402985076,10,26
2163-6877,1887,6,18,7,31,0.1935483870967742,4,11
2163-6877,1888,20,15,9,44,0.45454545454545453,6,14
2163-6877,1889,4,6,1,11,0.36363636363636365,1,5
2163-6877,1890,10,27,13,50,0.2,3,9
2163-7059,1877,3,1,1,5,0.6,0,0
2163-7059,1878,0,3,0,3,0.0,0,2
2163-7059,1879,3,1,0,4,0.75,1,2
2163-7059,1880,2,3,0,5,0.4,1,2
2163-7059,1881,0,1,0,1,0.0,0,1
2163-7059,1890,4,1,0,5,0.8,2,3
2163-7075,1889,0,0,2,2,0.0,0,0
2163-7075,1890,1,1,3,5,0.2,0,0
2163-7083,1887,2,0,0,2,1.0,0,0
2163-7083,1888,4,5,5,14,0.2857142857142857,1,5
2163-713X,1870,0,0,3,3,0.0,0,0
2163-713X,1871,0,2,2,4,0.0,0,0
2163-713X,1872,1,1,1,3,0.3333333333333333,0,1
2163-7164,1869,1,0,2,3,0.3333333333333333,1,1
2163-7164,1876,2,0,0,2,1.0,0,0
2163-7164,1877,2,1,0,3,0.6666666666666666,1,2
2163-7164,1878,0,0,1,1,0.0,0,0
2163-7164,1880,0,0,1,1,0.0,0,0
2163-7199,1877,1,0,1,2,0.5,1,2
2163-7199,1878,1,1,0,2,0.5,0,0
2163-7199,1884,1,4,2,7,0.14285714285714285,1,2
2163-7199,1885,4,8,1,13,0.3076923076923077,1,4
2163-7199,1886,5,11,1,17,0.29411764705882354,0,3
2163-7199,1888,4,5,2,11,0.36363636363636365,3,8
2163-7199,1889,6,4,1,11,0.5454545454545454,1,4
2163-7199,1890,4,4,1,9,0.4444444444444444,0,1
2163-7229,1871,3,7,14,24,0.125,0,3
2163-7229,1872,10,16,28,54,0.18518518518518517,1,6
2163-7229,1873,7,3,9,19,0.3684210526315789,2,2
2163-7229,1874,2,0,5,7,0.2857142857142857,1,2
2163-7253,1869,0,0,1,1,0.0,0,0
2163-7253,1870,0,0,3,3,0.0,0,0
2163-7253,1877,7,0,2,9,0.7777777777777778,5,6
2163-7253,1878,0,0,1,1,0.0,0,1
2163-7253,1879,0,0,1,1,0.0,0,0
2163-7253,1882,1,0,0,1,1.0,0,0
2163-7253,1889,2,0,1,3,0.6666666666666666,0,0
2163-7253,1890,0,0,1,1,0.0,0,0
2163-7369,1877,8,0,7,15,0.5333333333333333,6,8
2163-7369,1878,1,0,0,1,1.0,0,0
2163-7369,1879,0,0,1,1,0.0,0,0
2163-7369,1880,1,1,1,3,0.3333333333333333,1,3
2163-7369,1882,0,0,1,1,0.0,0,0
2163-7369,1883,1,0,2,3,0.3333333333333333,0,0
2163-7369,1884,1,0,5,6,0.16666666666666666,0,1
2163-7369,1885,10,3,15,28,0.35714285714285715,4,10
2163-7369,1886,143,38,43,224,0.6383928571428571,35,50
2163-7369,1887,26,13,11,50,0.52,10,14
2163-7369,1889,10,2,6,18,0.5555555555555556,0,0
2163-7369,1890,6,6,5,17,0.35294117647058826,3,5
2163-7393,1888,0,0,2,2,0.0,0,0
2163-7393,1890,1,0,0,1,1.0,1,1
2163-7474,1874,3,1,0,4,0.75,0,1
2163-7490,1880,1,0,0,1,1.0,0,0
2163-7911,1882,0,0,2,2,0.0,0,1
2163-7911,1883,2,2,2,6,0.3333333333333333,1,2
2163-7970,1887,1,3,1,5,0.2,0,2
2163-7970,1888,4,4,3,11,0.36363636363636365,0,1
2163-7970,1889,5,9,1,15,0.3333333333333333,0,2
2163-8497,1888,0,0,6,6,0.0,0,1
2163-8497,1889,4,3,5,12,0.3333333333333333,0,1
2163-8497,1890,11,10,13,34,0.3235294117647059,3,8
2165-7122,1890,3,6,1,10,0.3,1,2
2165-722X,1869,1,0,0,1,1.0,1,1
2165-7793,1881,0,0,1,1,0.0,0,0
2165-7793,1882,1,0,2,3,0.3333333333333333,0,0
2165-7793,1883,0,0,1,1,0.0,0,0
2165-8862,1874,1,0,0,1,1.0,0,0
2165-8862,1876,0,0,3,3,0.0,0,0
2165-8862,1877,2,1,0,3,0.6666666666666666,2,3
2165-8862,1878,1,0,2,3,0.3333333333333333,1,1
2165-8862,1879,2,2,2,6,0.3333333333333333,1,1
2165-8870,1880,1,2,0,3,0.3333333333333333,0,0
2165-9044,1877,4,2,0,6,0.6666666666666666,3,4
2165-9044,1878,2,0,3,5,0.4,0,0
2165-9044,1879,0,0,2,2,0.0,0,0
2165-9044,1882,0,0,2,2,0.0,0,0
2165-9060,1869,1,0,0,1,1.0,0,0
2165-9060,1872,1,0,0,1,1.0,0,0
2165-9060,1873,1,0,1,2,0.5,1,1
2165-9141,1880,1,0,0,1,1.0,1,1
2165-9141,1881,1,2,0,3,0.3333333333333333,0,1
2165-9141,1882,3,2,1,6,0.5,0,0
2165-9141,1883,13,4,6,23,0.5652173913043478,6,10
2165-9141,1884,2,4,8,14,0.14285714285714285,1,6
2165-9141,1885,5,3,2,10,0.5,3,4
2165-9141,1886,30,47,7,84,0.35714285714285715,11,26
2165-9141,1887,14,13,4,31,0.45161290322580644,6,14
2165-9141,1888,6,19,10,35,0.17142857142857143,2,12
2165-9141,1889,4,4,1,9,0.4444444444444444,2,3
2165-9141,1890,10,18,3,31,0.3225806451612903,5,12
2165-9176,1869,1,3,2,6,0.16666666666666666,0,4
2166-1774,1869,15,11,22,48,0.3125,2,7
2166-1774,1870,28,21,30,79,0.35443037974683544,2,9
2166-1774,1871,29,14,19,62,0.46774193548387094,9,18
2166-1839,1870,0,0,4,4,0.0,0,1
2166-1839,1871,4,1,7,12,0.3333333333333333,1,2
2166-1839,1872,1,6,5,12,0.08333333333333333,0,1
2166-1839,1875,1,0,3,4,0.25,0,0
2166-1839,1876,0,2,2,4,0.0,0,0
2166-1839,1877,2,1,1,4,0.5,1,2
2166-1839,1878,3,0,3,6,0.5,1,1
2166-1839,1880,1,2,1,4,0.25,0,0
2166-1839,1881,1,0,0,1,1.0,1,1
2166-1839,1882,2,1,2,5,0.4,0,1
2166-1839,1883,1,0,0,1,1.0,1,1
2166-1839,1884,1,0,9,10,0.1,0,1
2166-1839,1885,1,0,1,2,0.5,0,0
2166-1839,1886,6,6,11,23,0.2608695652173913,1,4
2166-1839,1887,8,4,1,13,0.6153846153846154,2,2
2166-1839,1888,5,2,23,30,0.16666666666666666,1,2
2166-1839,1889,3,2,3,8,0.375,2,3
2166-1839,1890,1,8,2,11,0.09090909090909091,1,1
2166-1847,1874,2,1,1,4,0.5,1,2
2166-1847,1875,1,1,0,2,0.5,1,2
2166-1847,1876,1,0,0,1,1.0,0,0
2166-1847,1877,6,3,2,11,0.5454545454545454,5,7
2166-1847,1878,1,0,4,5,0.2,0,1
2166-1847,1879,2,0,5,7,0.2857142857142857,0,0
2166-1847,1880,0,0,1,1,0.0,0,0
2166-1847,1881,1,1,0,2,0.5,1,1
2166-1847,1883,2,1,1,4,0.5,0,1
2166-1847,1884,0,1,3,4,0.0,0,1
2166-1847,1885,4,3,7,14,0.2857142857142857,0,1
2166-1847,1886,22,5,23,50,0.44,1,4
2166-1847,1887,23,15,30,68,0.3382352941176471,4,22
2166-1847,1888,9,15,18,42,0.21428571428571427,1,13
2166-1847,1889,1,4,3,8,0.125,0,1
2166-1847,1890,3,0,1,4,0.75,1,1
2166-1898,1869,2,8,6,16,0.125,0,2
2166-1898,1870,6,8,8,22,0.2727272727272727,0,7
2166-1898,1871,3,16,12,31,0.0967741935483871,0,7
2166-1898,1872,9,36,13,58,0.15517241379310345,0,14
2166-1898,1873,11,19,9,39,0.28205128205128205,5,13
2166-1898,1874,4,20,6,30,0.13333333333333333,2,16
2166-1898,1875,2,0,6,8,0.25,0,0
2166-1898,1876,3,4,0,7,0.42857142857142855,2,3
2166-1898,1878,8,7,23,38,0.21052631578947367,0,4
2166-1898,1879,5,2,4,11,0.45454545454545453,2,2
2166-1898,1882,30,28,37,95,0.3157894736842105,6,11
2166-1898,1883,16,25,24,65,0.24615384615384617,4,13
2166-1898,1884,0,6,1,7,0.0,0,0
2166-1898,1885,16,24,13,53,0.3018867924528302,5,10
2166-1898,1886,0,0,1,1,0.0,0,0
2166-1928,1873,1,0,2,3,0.3333333333333333,0,0
2166-1928,1874,0,1,0,1,0.0,0,0
2166-1928,1877,0,0,2,2,0.0,0,0
2166-1928,1878,0,0,1,1,0.0,0,0
2166-1928,1882,0,1,0,1,0.0,0,0
2166-1928,1884,0,0,1,1,0.0,0,0
2166-1928,1885,2,2,2,6,0.3333333333333333,0,0
2166-1928,1886,3,1,2,6,0.5,0,1
2166-1928,1887,0,1,0,1,0.0,0,0
2166-1928,1888,0,1,0,1,0.0,0,0
2166-1928,1890,0,0,1,1,0.0,0,0
2166-2010,1871,0,0,2,2,0.0,0,0
2166-2010,1872,0,0,3,3,0.0,0,0
2166-2010,1873,0,0,1,1,0.0,0,0
2166-2010,1874,0,0,3,3,0.0,0,1
2166-2010,1875,0,1,0,1,0.0,0,0
2166-2010,1876,0,0,1,1,0.0,0,0
2166-2010,1877,5,0,5,10,0.5,2,2
2166-2010,1878,1,0,2,3,0.3333333333333333,0,0
2166-2010,1879,1,3,5,9,0.1111111111111111,0,0
2166-2010,1880,0,3,1,4,0.0,0,1
2166-2037,1869,1,3,0,4,0.25,0,0
2166-2037,1870,1,1,3,5,0.2,0,0
2166-2037,1871,2,0,0,2,1.0,0,0
2166-2037,1872,2,2,0,4,0.5,0,0
2166-2037,1873,0,0,1,1,0.0,0,0
2166-2037,1874,2,1,0,3,0.6666666666666666,0,1
2166-2037,1875,0,1,5,6,0.0,0,1
2166-2037,1876,0,0,2,2,0.0,0,0
2166-2037,1877,15,3,3,21,0.7142857142857143,8,10
2166-2037,1878,0,0,2,2,0.0,0,0
2166-2037,1879,0,1,1,2,0.0,0,0
2166-2037,1880,1,0,1,2,0.5,1,1
2166-2037,1881,0,1,0,1,0.0,0,0
2166-2037,1882,3,0,0,3,1.0,0,0
2166-2037,1883,5,2,0,7,0.7142857142857143,1,2
2166-2037,1884,1,1,1,3,0.3333333333333333,0,0
2166-2037,1885,6,3,2,11,0.5454545454545454,1,2
2166-2037,1886,24,11,11,46,0.5217391304347826,5,7
2166-2037,1887,14,10,9,33,0.42424242424242425,0,3
2166-2037,1888,5,2,9,16,0.3125,3,4
2166-2037,1890,2,6,2,10,0.2,1,6
2166-2045,1873,1,0,1,2,0.5,0,0
