issn,year,anti_labor,neutral,pro_labor,total_labor,anti_labor_intensity,anti_labor_rr,total_labor_rr
2166-2045,1874,5,1,11,17,0.29411764705882354,0,0
2166-2045,1875,4,2,11,17,0.23529411764705882,0,4
2166-2045,1876,1,0,0,1,1.0,0,0
2166-2045,1877,0,0,2,2,0.0,0,0
2166-2053,1869,0,0,2,2,0.0,0,0
2166-2053,1870,0,0,2,2,0.0,0,1
2166-2053,1871,0,1,1,2,0.0,0,1
2166-2053,1872,0,0,1,1,0.0,0,0
2166-2053,1873,1,2,4,7,0.14285714285714285,0,1
2166-2053,1877,1,0,3,4,0.25,0,0
2166-2053,1878,1,0,2,3,0.3333333333333333,0,0
2166-2053,1879,1,1,1,3,0.3333333333333333,0,1
2166-2053,1880,0,1,1,2,0.0,0,1
2166-2053,1881,1,0,0,1,1.0,0,0
2166-2053,1882,0,0,2,2,0.0,0,0
2166-2053,1883,0,0,2,2,0.0,0,0
2166-2053,1884,2,2,27,31,0.06451612903225806,0,1
2166-2053,1885,1,0,7,8,0.125,0,1
2166-2053,1886,18,13,17,48,0.375,1,4
2166-2053,1887,5,1,5,11,0.45454545454545453,1,2
2166-2053,1888,5,1,19,25,0.2,1,2
2166-2053,1889,2,1,7,10,0.2,1,1
2166-2053,1890,4,3,2,9,0.4444444444444444,1,2
2166-5494,1890,59,81,32,172,0.3430232558139535,13,38
2166-5516,1884,0,1,2,3,0.0,0,0
2166-5516,1885,0,1,0,1,0.0,0,1
2166-5516,1886,28,47,18,93,0.3010752688172043,5,18
2166-5516,1887,30,55,22,107,0.2803738317757009,8,16
2166-5516,1888,49,43,123,215,0.22790697674418606,26,47
2166-5516,1889,30,43,13,86,0.3488372093023256,4,13
2166-5516,1890,5,19,4,28,0.17857142857142858,0,2
2166-5532,1869,0,0,3,3,0.0,0,0
2166-5532,1871,0,1,2,3,0.0,0,0
2166-5532,1872,1,1,2,4,0.25,1,1
2166-5532,1873,2,0,1,3,0.6666666666666666,1,1
2166-5532,1874,6,3,4,13,0.46153846153846156,2,5
2166-5532,1875,6,1,1,8,0.75,1,1
2166-5532,1876,2,0,1,3,0.6666666666666666,0,0
2166-5532,1877,11,0,7,18,0.6111111111111112,6,8
2166-5532,1878,0,0,1,1,0.0,0,0
2166-5532,1879,1,1,2,4,0.25,0,1
2166-5532,1880,0,1,1,2,0.0,0,0
2166-5532,1882,4,4,2,10,0.4,0,1
2166-5583,1871,1,1,0,2,0.5,0,0
2166-5583,1872,1,1,3,5,0.2,0,2
2166-5583,1874,2,1,3,6,0.3333333333333333,1,2
2166-5583,1875,2,0,1,3,0.6666666666666666,1,1
2166-5583,1876,1,0,1,2,0.5,0,0
2166-5583,1877,1,1,0,2,0.5,1,2
2166-5591,1871,2,0,5,7,0.2857142857142857,0,0
2166-5591,1872,0,2,12,14,0.0,0,0
2166-5591,1873,0,1,1,2,0.0,0,0
2166-5591,1874,7,0,2,9,0.7777777777777778,2,2
2166-5591,1875,2,0,0,2,1.0,0,0
2166-5613,1872,0,1,0,1,0.0,0,0
2166-5613,1873,2,0,1,3,0.6666666666666666,0,0
2166-5613,1884,0,0,1,1,0.0,0,0
2166-5664,1869,2,1,0,3,0.6666666666666666,1,1
2166-5664,1870,1,1,3,5,0.2,0,0
2166-5664,1871,2,0,4,6,0.3333333333333333,0,0
2166-5664,1872,3,1,3,7,0.42857142857142855,0,1
2166-5699,1871,1,0,0,1,1.0,0,0
2166-5699,1872,0,0,1,1,0.0,0,0
2166-5699,1873,2,2,1,5,0.4,0,0
2166-5699,1874,2,0,1,3,0.6666666666666666,1,1
2166-5818,1870,0,0,1,1,0.0,0,0
2166-5818,1874,1,0,0,1,1.0,0,0
2166-5818,1876,0,0,1,1,0.0,0,0
2166-5818,1877,2,0,2,4,0.5,2,2
2166-5818,1878,0,0,1,1,0.0,0,0
2166-5877,1886,2,6,1,9,0.2222222222222222,0,1
2166-5877,1887,1,3,0,4,0.25,0,1
2166-5877,1888,0,1,5,6,0.0,0,1
2166-5877,1889,5,1,1,7,0.7142857142857143,2,3
2166-5877,1890,1,1,1,3,0.3333333333333333,1,1
2166-5923,1871,5,2,5,12,0.4166666666666667,0,1
2166-5923,1872,6,17,21,44,0.13636363636363635,2,6
2166-5923,1873,5,8,1,14,0.35714285714285715,0,5
2166-5923,1875,0,1,0,1,0.0,0,0
2166-5923,1877,0,0,1,1,0.0,0,1
2166-5923,1878,1,0,1,2,0.5,1,1
2166-5923,1879,3,8,3,14,0.21428571428571427,0,3
2166-5923,1880,4,5,2,11,0.36363636363636365,1,3
2166-5923,1881,1,6,3,10,0.1,0,1
2166-5923,1882,10,10,4,24,0.4166666666666667,3,5
2166-5958,1870,0,0,2,2,0.0,0,0
2166-5958,1871,1,1,1,3,0.3333333333333333,0,0
2166-5958,1872,0,4,14,18,0.0,0,0
2166-5958,1873,6,7,10,23,0.2608695652173913,1,4
2166-5958,1874,2,1,3,6,0.3333333333333333,2,2
2166-5958,1875,0,0,1,1,0.0,0,0
2166-5974,1875,0,0,2,2,0.0,0,0
2166-6105,1869,3,9,8,20,0.15,3,10
2166-6105,1870,5,15,6,26,0.19230769230769232,0,4
2166-6105,1871,7,10,15,32,0.21875,1,4
2166-6105,1872,20,25,14,59,0.3389830508474576,1,10
2166-6105,1873,19,16,17,52,0.36538461538461536,9,12
2166-6105,1874,22,12,19,53,0.41509433962264153,4,6
2166-6105,1875,4,2,6,12,0.3333333333333333,1,2
2166-7624,1871,0,1,0,1,0.0,0,0
2166-7624,1872,2,0,2,4,0.5,1,1
2166-7624,1873,3,4,0,7,0.42857142857142855,2,5
2166-7624,1874,2,7,4,13,0.15384615384615385,2,6
2166-7624,1876,1,0,0,1,1.0,1,1
2166-7632,1869,0,0,6,6,0.0,0,0
2166-7632,1870,0,0,2,2,0.0,0,0
2166-7632,1874,1,0,0,1,1.0,1,1
2166-7632,1875,0,0,3,3,0.0,0,0
2166-7632,1876,1,0,0,1,1.0,0,0
2166-7632,1880,0,0,1,1,0.0,0,0
2166-7810,1873,1,0,0,1,1.0,0,0
2166-7810,1877,5,0,3,8,0.625,1,1
2166-7810,1878,2,0,0,2,1.0,0,0
2166-7810,1880,0,0,2,2,0.0,0,0
2166-7810,1881,1,0,0,1,1.0,0,0
2166-7810,1888,0,1,4,5,0.0,0,1
2166-7845,1876,1,0,0,1,1.0,0,0
2166-7853,1889,0,1,1,2,0.0,0,1
2166-7853,1890,0,2,0,2,0.0,0,0
2166-7861,1871,1,0,2,3,0.3333333333333333,0,0
2166-7888,1869,1,1,0,2,0.5,0,1
2166-7888,1870,1,3,4,8,0.125,0,0
2166-7888,1871,1,0,0,1,1.0,1,1
2166-790X,1883,4,4,5,13,0.3076923076923077,1,3
2166-790X,1884,2,2,6,10,0.2,2,4
2166-790X,1885,19,9,5,33,0.5757575757575758,2,2
2166-7934,1889,1,0,0,1,1.0,1,1
2166-7934,1890,7,10,5,22,0.3181818181818182,0,1
2166-7985,1884,0,1,1,2,0.0,0,0
2166-7985,1885,3,4,0,7,0.42857142857142855,1,3
2166-7985,1886,35,19,7,61,0.5737704918032787,9,24
2166-7985,1887,3,6,1,10,0.3,1,4
2166-7985,1888,0,1,1,2,0.0,0,1
2166-8035,1889,0,1,0,1,0.0,0,0
2166-8043,1886,3,2,1,6,0.5,0,0
2166-8043,1887,1,0,0,1,1.0,0,0
2166-8043,1888,1,0,1,2,0.5,0,0
2166-8043,1890,0,2,2,4,0.0,0,0
2166-8124,1878,2,3,3,8,0.25,1,3
2166-8124,1879,2,4,1,7,0.2857142857142857,0,0
2166-8124,1880,1,5,0,6,0.16666666666666666,0,3
2166-8124,1882,1,0,0,1,1.0,0,0
2166-8124,1883,1,0,3,4,0.25,0,0
2166-8124,1884,1,1,5,7,0.14285714285714285,0,0
2166-8124,1885,1,1,1,3,0.3333333333333333,0,0
2166-8124,1886,13,15,18,46,0.2826086956521739,5,11
2166-8124,1887,5,6,6,17,0.29411764705882354,1,6
2166-8124,1888,13,6,19,38,0.34210526315789475,5,10
2166-8124,1889,5,4,3,12,0.4166666666666667,1,4
2166-8124,1890,5,4,2,11,0.45454545454545453,2,4
2166-8280,1890,0,1,0,1,0.0,0,0
2166-9678,1886,5,9,7,21,0.23809523809523808,0,3
2166-9678,1887,8,4,2,14,0.5714285714285714,1,3
2166-9678,1888,0,2,0,2,0.0,0,1
2166-9694,1869,0,0,1,1,0.0,0,0
2166-9767,1886,7,8,0,15,0.4666666666666667,0,1
2166-9767,1888,0,0,5,5,0.0,0,0
2166-9767,1889,0,0,1,1,0.0,0,0
2166-9767,1890,4,1,1,6,0.6666666666666666,1,1
2166-9821,1869,0,0,1,1,0.0,0,0
2166-9821,1871,1,0,2,3,0.3333333333333333,0,0
2166-9821,1872,3,0,1,4,0.75,0,0
2166-9821,1873,1,0,0,1,1.0,0,0
2166-9821,1874,0,0,1,1,0.0,0,0
2166-9821,1875,1,0,1,2,0.5,0,0
2166-9821,1877,5,1,2,8,0.625,2,4
2166-9821,1878,2,0,1,3,0.6666666666666666,0,0
2166-9821,1879,0,1,0,1,0.0,0,0
2166-9821,1880,0,0,1,1,0.0,0,0
2166-9821,1882,4,0,0,4,1.0,0,0
2166-9821,1883,3,0,2,5,0.6,2,2
2166-9821,1884,3,1,1,5,0.6,0,0
2166-9821,1885,2,2,2,6,0.3333333333333333,0,1
2166-9821,1886,17,5,5,27,0.6296296296296297,6,9
2166-9821,1887,4,3,7,14,0.2857142857142857,0,1
2166-9821,1888,4,1,6,11,0.36363636363636365,1,2
2166-9821,1889,1,0,2,3,0.3333333333333333,0,0
2166-9821,1890,4,0,2,6,0.6666666666666666,2,3
2168-0078,1886,1,0,0,1,1.0,0,0
2168-0078,1887,2,3,0,5,0.4,1,3
2168-0078,1888,3,8,1,12,0.25,2,6
2168-0078,1889,0,1,0,1,0.0,0,0
2168-0116,1884,22,35,83,140,0.15714285714285714,6,26
2168-0116,1885,117,105,140,362,0.32320441988950277,31,77
2168-0116,1886,394,468,374,1236,0.3187702265372168,94,202
2168-0116,1887,109,161,136,406,0.2684729064039409,15,51
2168-0116,1888,158,159,244,561,0.2816399286987522,57,110
2168-0116,1889,128,110,114,352,0.36363636363636365,34,66
2168-0116,1890,150,203,170,523,0.28680688336520077,48,120
2169-723X,1873,3,0,2,5,0.6,0,0
2169-723X,1874,2,0,0,2,1.0,0,0
2169-723X,1875,0,0,6,6,0.0,0,1
2169-723X,1876,0,0,3,3,0.0,0,0
2169-723X,1877,6,0,13,19,0.3157894736842105,5,5
2169-723X,1878,2,0,3,5,0.4,0,1
2169-723X,1879,2,0,2,4,0.5,0,0
2169-723X,1880,0,0,1,1,0.0,0,0
2169-723X,1882,2,0,2,4,0.5,0,0
2169-723X,1883,1,0,1,2,0.5,0,0
2169-723X,1884,2,0,3,5,0.4,0,0
2169-723X,1885,0,0,1,1,0.0,0,0
2169-723X,1886,8,0,5,13,0.6153846153846154,0,0
2169-723X,1887,3,1,6,10,0.3,0,1
2169-723X,1888,0,0,1,1,0.0,0,0
2169-7264,1874,4,1,7,12,0.3333333333333333,1,3
2169-7264,1880,0,0,1,1,0.0,0,0
2169-7264,1881,0,0,1,1,0.0,0,0
2169-7264,1882,0,1,2,3,0.0,0,1
2169-7264,1883,17,18,18,53,0.32075471698113206,4,9
2169-7264,1884,3,1,9,13,0.23076923076923078,0,0
2169-7264,1885,9,11,18,38,0.23684210526315788,3,11
2169-7264,1886,9,3,8,20,0.45,1,4
2169-7264,1887,15,17,20,52,0.28846153846153844,1,8
2169-7264,1888,31,21,31,83,0.37349397590361444,18,36
2169-7264,1889,51,39,27,117,0.4358974358974359,15,29
2169-7264,1890,1,9,12,22,0.045454545454545456,1,6
2326-6287,1870,0,0,8,8,0.0,0,0
2326-6287,1871,0,0,6,6,0.0,0,0
2326-6309,1871,0,0,1,1,0.0,0,0
2326-6341,1873,1,1,3,5,0.2,0,1
2326-6341,1874,2,3,5,10,0.2,0,2
2326-6341,1875,4,2,4,10,0.4,0,1
2326-6341,1876,0,0,1,1,0.0,0,0
2326-6341,1877,8,1,0,9,0.8888888888888888,3,3
2326-764X,1872,4,3,1,8,0.5,0,2
2326-764X,1873,0,0,1,1,0.0,0,0
2326-764X,1874,1,0,1,2,0.5,0,0
2326-764X,1875,1,0,1,2,0.5,0,0
2326-764X,1876,1,0,0,1,1.0,0,0
2326-9464,1880,0,0,1,1,0.0,0,0
2326-9588,1889,12,18,9,39,0.3076923076923077,1,6
2326-9588,1890,32,52,45,129,0.24806201550387597,5,16
2326-9731,1883,1,0,1,2,0.5,0,1
2326-9731,1884,1,1,3,5,0.2,0,0
2326-9731,1885,1,1,1,3,0.3333333333333333,0,2
2326-9731,1886,4,8,2,14,0.2857142857142857,1,5
2327-140X,1872,0,0,1,1,0.0,0,0
2327-3127,1872,0,0,3,3,0.0,0,0
2327-3127,1873,1,0,0,1,1.0,0,0
2327-3127,1874,1,0,1,2,0.5,0,0
2327-3127,1875,1,0,0,1,1.0,0,0
2327-3127,1876,0,0,1,1,0.0,0,0
2327-3127,1877,10,1,8,19,0.5263157894736842,5,6
2327-3127,1878,0,2,1,3,0.0,0,0
2327-4808,1869,0,1,0,1,0.0,0,0
2327-4808,1870,1,1,1,3,0.3333333333333333,0,1
2327-4808,1872,1,1,4,6,0.16666666666666666,0,0
2327-4808,1873,1,0,0,1,1.0,0,0
2327-4808,1874,2,0,0,2,1.0,1,1
2327-4808,1877,2,0,0,2,1.0,0,0
2327-4808,1878,0,0,2,2,0.0,0,0
2327-4808,1879,0,1,0,1,0.0,0,1
2327-4832,1870,1,0,0,1,1.0,1,1
2327-4832,1872,2,1,1,4,0.5,0,0
2327-4832,1873,1,1,1,3,0.3333333333333333,0,1
2327-4832,1874,3,1,4,8,0.375,2,3
2327-4832,1875,2,1,3,6,0.3333333333333333,0,4
2327-4875,1869,1,0,2,3,0.3333333333333333,0,0
2327-4956,1874,3,0,3,6,0.5,0,0
2327-4956,1875,1,0,1,2,0.5,0,0
2327-4956,1876,2,0,4,6,0.3333333333333333,1,1
2327-4956,1877,10,0,10,20,0.5,2,5
2327-4956,1878,0,0,3,3,0.0,0,2
2327-4956,1879,2,0,2,4,0.5,0,0
2327-4980,1880,1,1,6,8,0.125,0,0
2327-5049,1869,3,1,1,5,0.6,0,0
2327-5049,1870,0,0,4,4,0.0,0,1
2327-5049,1871,0,0,1,1,0.0,0,0
2327-5049,1872,0,0,2,2,0.0,0,0
2327-5049,1873,2,0,0,2,1.0,0,0
2327-5049,1874,1,3,1,5,0.2,1,4
2327-5049,1875,1,0,1,2,0.5,0,0
2327-5049,1876,1,0,2,3,0.3333333333333333,1,2
2327-5049,1877,15,0,10,25,0.6,8,10
2327-5049,1878,2,0,5,7,0.2857142857142857,1,2
2327-5049,1879,0,1,1,2,0.0,0,1
2327-5049,1880,0,1,0,1,0.0,0,0
2327-5049,1882,3,5,5,13,0.23076923076923078,0,1
2327-5049,1885,1,3,1,5,0.2,0,3
2327-5049,1886,19,5,12,36,0.5277777777777778,1,4
2327-5049,1887,7,3,5,15,0.4666666666666667,1,2
2327-5049,1888,7,10,14,31,0.22580645161290322,2,8
2327-5049,1889,5,0,12,17,0.29411764705882354,4,4
2327-5049,1890,1,0,1,2,0.5,0,0
2327-5111,1869,0,1,2,3,0.0,0,0
2327-5111,1870,0,1,1,2,0.0,0,0
2327-5111,1872,3,1,2,6,0.5,0,0
2327-5111,1873,2,1,0,3,0.6666666666666666,1,1
2327-5170,1872,4,0,1,5,0.8,0,0
2327-5170,1873,3,0,0,3,1.0,1,1
2327-5170,1874,1,0,1,2,0.5,0,0
2327-6460,1870,0,0,1,1,0.0,0,0
2327-6460,1871,0,0,1,1,0.0,0,0
2327-6460,1872,0,0,2,2,0.0,0,0
2327-6460,1874,0,1,0,1,0.0,0,0
2327-6460,1876,1,0,0,1,1.0,0,0
2327-6460,1877,1,1,1,3,0.3333333333333333,1,1
2327-6460,1878,1,0,0,1,1.0,0,0
2327-6460,1881,0,1,0,1,0.0,0,1
2327-6487,1883,0,1,1,2,0.0,0,0
2327-6487,1886,0,0,2,2,0.0,0,0
2327-6487,1887,2,0,0,2,1.0,0,0
2327-6487,1888,3,3,2,8,0.375,0,1
2327-6487,1889,5,14,4,23,0.21739130434782608,2,4
2327-6487,1890,1,3,4,8,0.125,0,0
2327-6568,1872,0,0,2,2,0.0,0,0
2327-6568,1874,5,1,3,9,0.5555555555555556,2,2
2327-6568,1875,1,0,2,3,0.3333333333333333,0,0
2327-6568,1876,1,1,2,4,0.25,0,0
2327-6568,1877,12,0,6,18,0.6666666666666666,5,7
2327-6568,1878,1,2,7,10,0.1,0,1
2327-6568,1879,0,0,3,3,0.0,0,0
2327-6568,1880,2,0,1,3,0.6666666666666666,1,1
2327-6568,1881,1,1,0,2,0.5,0,0
2327-6568,1882,1,0,5,6,0.16666666666666666,0,0
2327-6568,1883,2,1,3,6,0.3333333333333333,0,1
2327-6568,1884,1,2,12,15,0.06666666666666667,0,1
2327-6568,1885,3,0,3,6,0.5,0,0
2327-6568,1886,35,12,12,59,0.5932203389830508,9,10
2327-6568,1887,7,6,4,17,0.4117647058823529,1,3
2327-6568,1888,8,2,21,31,0.25806451612903225,4,7
2327-6568,1889,2,2,3,7,0.2857142857142857,1,2
2327-6568,1890,0,0,1,1,0.0,0,0
2327-6606,1874,0,1,0,1,0.0,0,0
2327-6606,1876,0,0,2,2,0.0,0,1
2327-6606,1877,16,4,2,22,0.7272727272727273,9,11
2327-6606,1878,2,1,3,6,0.3333333333333333,1,2
2327-6606,1879,1,3,3,7,0.14285714285714285,0,4
2327-6606,1880,1,0,0,1,1.0,0,0
2327-6606,1881,0,2,1,3,0.0,0,1
2327-6606,1882,0,0,2,2,0.0,0,1
2327-6606,1883,1,0,1,2,0.5,0,0
2327-6606,1884,1,0,1,2,0.5,0,0
2327-6606,1885,2,1,0,3,0.6666666666666666,0,0
2327-6606,1886,12,4,4,20,0.6,2,3
2327-6606,1888,6,1,4,11,0.5454545454545454,3,4
2327-6606,1889,2,0,3,5,0.4,0,1
2327-6606,1890,1,1,0,2,0.5,0,0
2327-6894,1877,6,3,0,9,0.6666666666666666,4,6
2327-6894,1878,1,2,0,3,0.3333333333333333,0,0
2327-6894,1879,2,1,1,4,0.5,1,1
2327-6894,1880,0,1,0,1,0.0,0,0
2327-6894,1881,1,0,0,1,1.0,0,0
2327-8374,1869,0,1,1,2,0.0,0,1
2327-8773,1869,0,0,1,1,0.0,0,0
2327-8773,1871,0,0,1,1,0.0,0,0
2327-8773,1874,0,1,2,3,0.0,0,0
2327-879X,1870,0,1,0,1,0.0,0,0
2327-879X,1872,1,3,0,4,0.25,0,2
2327-879X,1873,2,4,0,6,0.3333333333333333,1,4
2327-879X,1874,2,2,1,5,0.4,2,3
2327-879X,1875,0,1,0,1,0.0,0,0
2327-879X,1876,1,0,2,3,0.3333333333333333,1,1
2327-879X,1877,3,1,5,9,0.3333333333333333,2,5
2327-879X,1878,2,0,2,4,0.5,1,1
2327-879X,1879,0,0,3,3,0.0,0,0
2327-879X,1882,5,5,1,11,0.45454545454545453,2,3
2327-879X,1883,2,5,0,7,0.2857142857142857,2,5
2327-879X,1884,1,7,4,12,0.08333333333333333,1,4
2327-879X,1885,2,4,3,9,0.2222222222222222,1,2
2327-879X,1886,19,44,9,72,0.2638888888888889,6,17
2327-879X,1887,3,25,3,31,0.0967741935483871,2,10
2327-879X,1888,3,11,1,15,0.2,0,6
2328-0840,1869,0,0,1,1,0.0,0,0
2328-0840,1870,0,0,5,5,0.0,0,0
2328-0840,1871,0,0,1,1,0.0,0,0
2328-0840,1872,1,1,0,2,0.5,0,0
2328-0905,1869,0,1,1,2,0.0,0,0
2328-0905,1871,0,2,0,2,0.0,0,0
2328-0905,1872,1,3,5,9,0.1111111111111111,0,2
2328-0905,1873,0,0,2,2,0.0,0,0
2328-0956,1873,0,0,1,1,0.0,0,0
2328-0956,1874,0,1,0,1,0.0,0,0
2328-0956,1875,0,0,2,2,0.0,0,0
2328-0956,1876,0,0,2,2,0.0,0,0
2328-0956,1877,4,1,1,6,0.6666666666666666,4,4
2328-0956,1878,1,1,0,2,0.5,0,0
2328-0980,1872,0,0,1,1,0.0,0,0
2328-0980,1873,2,1,1,4,0.5,1,1
2328-0980,1874,2,3,8,13,0.15384615384615385,2,5
2328-1065,1873,2,2,0,4,0.5,0,1
2328-1065,1874,3,1,1,5,0.6,1,2
2328-1065,1875,1,0,1,2,0.5,0,0
2328-1065,1876,0,0,1,1,0.0,0,0
2328-1065,1877,8,1,7,16,0.5,5,7
2328-1065,1878,0,0,1,1,0.0,0,0
2328-1065,1879,1,0,2,3,0.3333333333333333,0,0
2328-1065,1882,0,0,4,4,0.0,0,0
2328-1065,1884,0,0,2,2,0.0,0,0
2328-1065,1885,1,0,4,5,0.2,0,0
2328-1065,1886,10,0,9,19,0.5263157894736842,3,3
2328-1065,1887,9,0,4,13,0.6923076923076923,0,0
2328-1065,1888,5,0,2,7,0.7142857142857143,1,1
2328-1065,1889,0,4,1,5,0.0,0,1
2328-1138,1874,3,1,1,5,0.6,0,0
2328-1138,1875,0,0,2,2,0.0,0,1
2328-1138,1876,0,1,1,2,0.0,0,0
2328-1138,1877,12,6,2,20,0.6,9,12
2328-1138,1878,0,4,2,6,0.0,0,3
2328-1138,1879,2,1,1,4,0.5,1,2
2328-1138,1880,2,4,0,6,0.3333333333333333,0,2
2328-1138,1881,0,0,1,1,0.0,0,0
2328-1138,1882,3,4,1,8,0.375,1,3
2328-1138,1883,1,4,1,6,0.16666666666666666,0,4
2328-1138,1884,2,5,2,9,0.2222222222222222,0,0
2328-1138,1885,2,7,1,10,0.2,2,3
2328-1138,1886,12,36,7,55,0.21818181818181817,4,18
2328-1138,1887,3,16,1,20,0.15,2,8
2328-1170,1869,0,0,1,1,0.0,0,0
2328-1170,1870,1,1,2,4,0.25,0,0
2328-1170,1871,1,1,1,3,0.3333333333333333,1,1
2328-1170,1872,1,1,2,4,0.25,0,0
2328-1170,1873,3,0,3,6,0.5,0,0
2328-1170,1874,1,2,2,5,0.2,0,1
2328-1170,1875,5,2,0,7,0.7142857142857143,0,0
2328-1170,1876,0,1,0,1,0.0,0,1
2328-1170,1877,6,0,1,7,0.8571428571428571,2,2
2328-1170,1879,1,0,2,3,0.3333333333333333,0,0
2328-1170,1880,1,1,0,2,0.5,1,2
2328-1197,1883,3,1,0,4,0.75,2,3
2328-1197,1884,0,1,2,3,0.0,0,0
2328-1197,1885,4,1,2,7,0.5714285714285714,2,3
2328-3432,1873,4,6,1,11,0.36363636363636365,2,4
2328-3432,1874,10,10,5,25,0.4,4,8
2328-3432,1875,4,3,3,10,0.4,0,1
2328-3432,1876,5,2,4,11,0.45454545454545453,1,1
2328-3432,1877,60,15,6,81,0.7407407407407407,42,47
2328-3556,1869,0,3,1,4,0.0,0,1
2328-3637,1883,3,0,1,4,0.75,1,1
2328-3637,1884,0,1,1,2,0.0,0,1
2328-3637,1885,4,2,4,10,0.4,1,3
2328-3637,1886,20,12,15,47,0.425531914893617,3,8
2328-3637,1887,13,8,5,26,0.5,0,6
2328-3637,1888,8,8,4,20,0.4,5,9
2328-3637,1889,2,4,3,9,0.2222222222222222,0,3
2328-3637,1890,3,4,3,10,0.3,0,3
2328-3661,1886,8,6,5,19,0.42105263157894735,3,5
2328-3661,1887,8,9,1,18,0.4444444444444444,2,6
2328-3661,1888,7,3,8,18,0.3888888888888889,4,7
2328-3661,1889,6,3,2,11,0.5454545454545454,0,2
2328-3661,1890,1,4,1,6,0.16666666666666666,1,4
2328-5990,1869,0,1,5,6,0.0,0,0
2328-5990,1870,0,0,2,2,0.0,0,0
2328-5990,1871,0,0,2,2,0.0,0,0
2328-5990,1872,0,0,3,3,0.0,0,0
2328-5990,1873,1,0,4,5,0.2,0,0
2328-5990,1874,2,1,2,5,0.4,1,1
2328-5990,1877,16,2,5,23,0.6956521739130435,8,9
2328-5990,1878,3,1,5,9,0.3333333333333333,0,0
2328-5990,1879,2,0,2,4,0.5,0,0
2328-5990,1880,0,2,5,7,0.0,0,0
2328-5990,1881,4,0,0,4,1.0,0,0
2328-5990,1882,8,0,16,24,0.3333333333333333,0,1
2328-5990,1883,6,3,5,14,0.42857142857142855,0,0
2328-5990,1884,3,3,14,20,0.15,0,0
2328-5990,1885,8,3,0,11,0.7272727272727273,2,2
2328-5990,1886,8,13,14,35,0.22857142857142856,2,3
2328-5990,1887,5,4,14,23,0.21739130434782608,1,1
2328-5990,1888,8,5,51,64,0.125,2,3
2328-5990,1889,8,7,11,26,0.3076923076923077,1,3
2328-5990,1890,9,16,6,31,0.2903225806451613,1,3
2328-6016,1878,2,0,3,5,0.4,0,1
2328-6016,1879,3,1,4,8,0.375,0,1
2328-6016,1880,3,2,13,18,0.16666666666666666,1,4
2328-6016,1881,3,1,1,5,0.6,1,2
2328-6016,1882,4,0,1,5,0.8,1,1
2328-6016,1883,15,14,14,43,0.3488372093023256,3,5
2328-6016,1884,9,20,23,52,0.17307692307692307,2,5
2328-7586,1886,11,27,17,55,0.2,1,1
2328-7586,1887,56,77,27,160,0.35,13,23
2328-7586,1888,37,32,45,114,0.32456140350877194,8,16
2328-7586,1889,41,58,27,126,0.3253968253968254,6,11
2328-7586,1890,67,80,35,182,0.36813186813186816,18,40
2328-7691,1871,0,0,1,1,0.0,0,0
2328-7691,1872,5,4,0,9,0.5555555555555556,1,2
2328-7691,1873,2,4,0,6,0.3333333333333333,1,2
2328-7691,1874,1,2,3,6,0.16666666666666666,1,3
2328-7691,1875,0,0,1,1,0.0,0,0
2328-7691,1876,1,1,2,4,0.25,1,2
2328-7691,1877,1,1,1,3,0.3333333333333333,1,2
2328-7691,1878,1,0,0,1,1.0,0,0
2328-7691,1879,1,1,1,3,0.3333333333333333,0,1
2328-7691,1880,1,1,0,2,0.5,0,0
2328-7691,1881,0,1,1,2,0.0,0,1
2328-7691,1882,0,0,1,1,0.0,0,1
2328-7691,1884,1,1,1,3,0.3333333333333333,0,0
2328-7691,1885,1,2,3,6,0.16666666666666666,0,1
2328-7691,1886,5,6,13,24,0.20833333333333334,0,7
2328-7691,1887,1,6,0,7,0.14285714285714285,0,2
2328-7691,1888,9,3,5,17,0.5294117647058824,3,4
2328-7691,1889,4,0,2,6,0.6666666666666666,0,0
2328-7691,1890,0,2,7,9,0.0,0,3
2328-7756,1869,0,0,1,1,0.0,0,1
2328-7756,1870,2,0,0,2,1.0,0,0
2328-7756,1871,1,0,1,2,0.5,1,1
2328-7756,1872,5,3,6,14,0.35714285714285715,0,2
2328-7756,1873,6,2,3,11,0.5454545454545454,3,4
2328-7756,1874,1,7,2,10,0.1,1,7
2328-7756,1875,0,1,0,1,0.0,0,1
2328-7756,1876,0,0,1,1,0.0,0,1
2328-7756,1877,1,2,2,5,0.2,1,2
2328-7756,1878,3,2,6,11,0.2727272727272727,1,1
2328-7799,1879,2,1,2,5,0.4,1,1
2328-790X,1869,1,0,1,2,0.5,1,1
2328-8035,1869,0,0,1,1,0.0,0,0
2328-8035,1870,0,0,2,2,0.0,0,0
2328-8035,1871,1,1,1,3,0.3333333333333333,0,1
2328-8035,1872,4,1,3,8,0.5,0,1
2328-8035,1873,0,2,4,6,0.0,0,3
2328-8035,1874,1,1,4,6,0.16666666666666666,0,0
2328-8035,1875,0,2,2,4,0.0,0,0
2328-8035,1876,0,0,1,1,0.0,0,0
2328-8035,1877,13,0,7,20,0.65,10,10
2328-8035,1878,5,0,7,12,0.4166666666666667,2,3
2328-8035,1879,8,9,4,21,0.38095238095238093,2,7
2328-8035,1880,2,9,7,18,0.1111111111111111,0,6
2328-8035,1881,2,1,1,4,0.5,2,2
